Four-year	0.095104732	0.53623867	55300	0.43979919	86000
Two-year	0.15563239	0.25797632	29300	0.036877804	43900
Four-year	0.11012932	0.64525205	41400	0.19398884	77500
Two-year	0.1286328	0.48081198	29600	0.073219724	66000
Four-year	0.15408085	0.4375324	32400	0.18936598	78400
Four-year	0.072246224	0.30182973	49000	0.26892084	79500
Two-year	0.095051408	0.55153859	39400	0.13862456	91000
Four-year	0.09311153	0.64353776	42700	0.18521915	95100
Two-year	0.14511552	0.41611296	26300	0.058292862	37100
Four-year	0.070969649	0.61660719	63900	0.60828108	208700
Four-year	0.10622705	0.59747541	40900	0.16104966	83400
Four-year	0.22039807	0.40255103	19900	0.02304082	39100
Four-year	0.077878207	0.64899361	44600	0.23642452	98300
Four-year	0.1228778	0.82592905	43500	0.25701424	89300
Two-year	0.18505724	0.44788709	20100	0.042760413	35300
Two-year	0.12723365	0.4061299	34700	0.10973812	71500
Four-year	0.20320524	0.21807687	17700	0.011360547	27200
Four-year	0.091957286	0.48702067	63800	0.47379467	69200
Two-year	0.15151304	0.4099004	30100	0.12203152	44300
Two-year	0.18102305	0.27671355	28400	0.072858736	46500
Two-year	0.17240861	0.28887439	26600	0.059410263	27700
Four-year	0.065833345	0.54578364	74200	0.63790905	84000
Four-year	0.088339478	0.52178866	48100	0.37989375	86600
Four-year	0.10560177	0.79165053	44700	0.16158012	100000
Two-year	0.15111831	0.48150948	36700	0.13601978	75300
Four-year	0.095958352	0.59446138	64200	0.49739423	96500
Two-year	0.062805094	0.68673348	42500	0.19440708	66800
Four-year	0.12117878	0.38548803	32800	0.10575178	98200
Less than Two-year	0.17518596	0.33494353	27100	0.063969232	39300
Four-year	0.12008878	0.45116279	31000	0.065683663	57600
Two-year	0.14675885	0.37001005	40900	0.20940085	74100
Two-year	0.071774155	0.65384692	38400	0.12833941	56500
Four-year	0.10483976	0.45996237	48600	0.31953251	61100
Two-year	0.11991945	0.51249754	40900	0.190961	51800
Two-year	0.11377565	0.47119114	32400	0.11742464	69100
Two-year	0.14206925	0.49603683	28600	0.068485297	54600
Two-year	0.1207102	0.59451354	36900	0.089671925	67700
Four-year	0.10442689	0.51339358	36600	0.09549436	75500
Four-year	0.062434126	0.61718601	76100	0.36535689	208900
Two-year	0.12416998	0.52174824	36100	0.14374883	52600
Two-year	0.14143397	0.47802773	31100	0.04776556	54900
Four-year	0.072785959	0.64583045	79600	0.58545595	156700
Two-year	0.1425107	0.51451451	32000	0.11737081	61200
Two-year	0.16786931	0.42802745	28900	0.047423497	44600
Four-year	0.05971751	0.63364959	44900	0.27918157	86800
Four-year	0.14029357	0.7396397	43000	0.20346454	77800
Four-year	0.090963945	0.47865036	64100	0.51245296	73600
Four-year	0.10770962	0.61150283	50800	0.29620242	91300
Four-year	0.096555725	0.57345718	56100	0.32349211	129700
Four-year	0.066513143	0.24559337	34100	0.067691989	36800
Two-year	0.12506953	0.14977084	30300	0.066135973	32700
Two-year	0.12691332	0.35605866	38100	0.16128452	62400
Two-year	0.14294435	0.44300473	40300	0.18837868	81200
Two-year	0.1678174	0.46796688	31000	0.11652232	46100
Four-year	0.10084161	0.5346781	46300	0.3534494	106300
Four-year	0.081561483	0.57537639	75700	0.68282813	142000
Two-year	0.13288777	0.5356105	33600	0.11158182	70500
Four-year	0.088364102	0.63854963	42500	0.15239573	81800
Four-year	0.10204479	0.6132676	47800	0.39551237	107000
Two-year	0.13288628	0.48459807	27300	0.10956821	43500
Four-year	0.076176383	0.55137599	70200	0.49589875	94100
Two-year	0.14971931	0.46034589	40200	0.13654976	84300
Two-year	0.13910574	0.36072838	29600	0.012662238	54100
Four-year	0.079535954	0.67858803	46300	0.44408655	75200
Two-year	0.18352625	0.29204834	29800	0.17706722	29500
Four-year	0.080136947	0.60073853	39900	0.15800714	72800
Two-year	0.14833446	0.36852345	37900	0.19276038	67900
Four-year	0.15307687	0.28743851	24600	0.032478712	36500
Two-year	0.14626333	0.4651953	28700	0.038759816	64700
Two-year	0.14479163	0.5316841	32900	0.13671246	56700
Two-year	0.062821873	0.63031268	46300	0.30598775	63200
Four-year	0.056841321	0.76345414	52200	0.43016273	79700
Two-year	0.15867135	0.45789587	36300	0.15602726	63600
Four-year	0.087050617	0.61806375	49000	0.41290084	103000
Two-year	0.14885844	0.49485546	36500	0.17398722	73900
Four-year	0.073356688	0.63568717	49600	0.10872484	83600
Four-year	0.081773981	0.58927262	49400	0.26647335	89000
Two-year	0.15235519	0.41353858	36100	0.14984408	51800
Two-year	0.10420743	0.45703039	33200	0.11062877	69900
Four-year	0.10033444	0.55096859	45400	0.2878702	80500
Two-year	0.16604522	0.40776423	35700	0.19226038	69000
Two-year	0.15527786	0.51237494	38100	0.12518479	82100
Four-year	0.081918396	0.59881938	45300	0.18554924	82500
Four-year	0.066792674	0.75439018	39900	0.21671815	77900
Four-year	0.065958843	0.71877366	49400	0.23263311	98200
Four-year	0.08735612	0.57693034	56500	0.47658902	116000
Four-year	0.11956776	0.58849925	63700	0.39727455	176400
Four-year	0.145698	0.44057539	27600	0.061021119	55800
Four-year	0.18232851	0.3740305	32900	0.26902989	105800
Two-year	0.14181708	0.22699794	26500	0.096935377	34500
Two-year	0.097171716	0.55675775	33900	0.11602063	54700
Four-year	0.14347436	0.15624905	27500	0.02814848	32000
Four-year	0.18639259	0.34508148	36300	0.17490003	92300
Four-year	0.090886608	0.45507818	46900	0.18096751	98300
Two-year	0.118223	0.48142672	38600	0.20493606	81500
Two-year	0.13711765	0.58306009	36000	0.12303696	64400
Four-year	0.088024758	0.50013345	49900	0.30801347	79200
Four-year	0.059672642	0.60654932	88200	0.67571968	109500
Two-year	0.16461688	0.16954522	23900	0.046663411	35600
Four-year	0.10653917	0.68437022	44000	0.26657405	96300
Two-year	0.16442747	0.37794676	41800	0.19676554	80200
Two-year	0.12049438	0.58200473	24600	0.77881294	78100
Four-year	0.11932229	0.80919522	37100	0.22743697	91700
Four-year	0.082796469	0.57456702	52000	0.38036057	76700
Four-year	0.082614586	0.53908259	47400	0.28022748	82400
Four-year	0.065196544	0.30534223	31300	0.049578533	61100
Two-year	0.15583186	0.54330939	34400	0.16393827	50800
Four-year	0.067910373	0.58737248	77300	0.62166512	187900
Two-year	0.15216191	0.40973011	31700	0.06025666	66800
Two-year	0.12604778	0.4662379	37000	0.15464151	85200
Four-year	0.14631815	0.49136436	40100	0.31672624	110900
Two-year	0.10082804	0.45469144	25500	0.13785735	40700
Four-year	0.11695098	0.55525482	30100	0.071624562	49100
Four-year	0.17552298	0.34093061	31500	0.12475055	55400
Two-year	0.14269422	0.53796321	30100	0.061005041	55800
Four-year	0.087416023	0.59514904	45500	0.25022474	92300
Two-year	0.074873172	0.59031546	36200	0.082805909	74900
Four-year	0.10002512	0.58119011	41300	0.15099537	83400
Less than Two-year	0.23029572	0.66514546	17500	0.000939469	76000
Less than Two-year	0.23399647	0.42115656	15300	0.012229956	44200
Two-year	0.12370736	0.51419455	32600	0.10245644	64900
Two-year	0.14048332	0.39802241	36100	0.17903639	51200
Two-year	0.16568299	0.51515514	27100	0.053107914	48800
